trend_id,title,channel_id,category_id,publish_id,views,likes
8,British Royal Family Depart & Meghan's BALCONY DEBUT ALL MOMENTS - Trooping The Colour 2018,632,24,34,610936,4440
5,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,551368,10472
4,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,530861,10168
3,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,488835,9593
8,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,648334,12176
2,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,424066,8739
6,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,580557,10987
10,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,687934,12723
11,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,713619,13064
12,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,735189,13364
9,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,660862,12354
7,Broadway's 'Frozen' cast performs 'For the First Time in Forever',322,24,24,608193,11496
7,"Brock Turner's DISGUSTING Punishment Makes History, Star Wars Controversy, & Kim Kardashian",588,25,31,1255338,56277
5,"Brock Turner's DISGUSTING Punishment Makes History, Star Wars Controversy, & Kim Kardashian",588,25,31,950154,45861
6,"Brock Turner's DISGUSTING Punishment Makes History, Star Wars Controversy, & Kim Kardashian",588,25,31,1206338,54666
10,Bull Testicle Donut Taste Test,323,24,36,225152,8147
11,Bull Testicle Donut Taste Test,323,24,36,280260,9336
3,Bullet For My Valentine - Letting You Go,870,10,28,277498,21161
4,Bullet For My Valentine - Letting You Go,870,10,28,476599,26738
5,Bullet For My Valentine - Letting You Go,870,10,28,570192,28638
12,Bullet For My Valentine - Letting You Go,870,10,28,1096158,37616
6,Bullet For My Valentine - Letting You Go,870,10,28,656955,30611
7,Bullet For My Valentine - Letting You Go,870,10,28,747668,32262
8,Bullet For My Valentine - Letting You Go,870,10,28,869875,34483
10,Bullet For My Valentine - Letting You Go,870,10,28,966979,35821
9,Bullet For My Valentine - Letting You Go,870,10,28,896725,34892
11,Bullet For My Valentine - Letting You Go,870,10,28,1031437,36782
5,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,13816180,179824
4,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,9988608,151352
6,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,16712248,200318
6,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,16712248,200316
7,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,17741854,211522
7,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,17741854,211522
5,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,13816180,179821
8,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,18754010,221056
9,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,18968433,222572
11,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,19643010,227103
4,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,9988608,151348
10,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,19379243,225272
12,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,583,1,30,19864779,228670
12,Buying Used Things 2,215,23,17,3388958,162795
11,Buying Used Things 2,215,23,17,3377437,162583
10,Buying Used Things 2,215,23,17,3367242,162408
9,Buying Used Things 2,215,23,17,3356784,162187
8,Buying Used Things 2,215,23,17,3351836,162098
6,Buying Used Things 2,215,23,17,3319835,161476
5,Buying Used Things 2,215,23,17,3305948,161214
4,Buying Used Things 2,215,23,17,3293447,160966
3,Buying Used Things 2,215,23,17,3268586,160351
1,Buying Used Things 2,215,23,17,3213156,158887
0,Buying Used Things 2,215,23,17,3167560,157770
7,Buying Used Things 2,215,23,17,3333620,161776
2,Buying Used Things 2,215,23,17,3244807,159765
0,CATHOLIC REACTS TO ALI BANAT FINAL MESSAGE - HEART BREAKING,520,24,26,196937,11310
5,CET OBJET EST FOU !,879,24,31,231026,8073
4,CHILLING Signs Something Big Is Coming?..,905,28,30,337842,16058
10,CHRIS PRATT is on our Game Show!,677,23,36,670902,52024
10,CHRIS PRATT is on our Game Show!,677,23,36,670902,52026
12,CHRIS PRATT is on our Game Show!,677,23,36,1507254,85731
11,CHRIS PRATT is on our Game Show!,677,23,36,1188996,73129
11,CHRIS PRATT is on our Game Show!,677,23,36,1188996,73132
10,"CID - Ep 1527 - Full Episode - 9th June, 2018",636,24,36,70749,1176
12,CLASSE PAS CLASSE  - PAROLE DE CHAT,584,15,38,186468,28742
7,CNN Colleagues Tear Up on Air as They Report Anthony Bourdain’s Death,368,25,33,68123,1356
8,CNN Colleagues Tear Up on Air as They Report Anthony Bourdain’s Death,368,25,33,188470,2765
7,CNN anchor brought to tears honoring Anthony Bourdain,120,25,33,501332,5905
7,CNN's Anthony Bourdain dead at 61,120,25,33,1297140,10892
12,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1255834,21773
11,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1251608,21723
10,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1246158,21657
9,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1240707,21584
8,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1236724,21542
6,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1201699,21110
7,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1217496,21304
5,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1178775,20802
4,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1151594,20563
3,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1097645,20039
2,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,1012688,19181
1,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,842195,17314
1,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter Controversy),256,24,26,842195,17314
2,COMMENT UN MUSCLE DEVIENT ÉNORME ? Vrai ou Faux #74,222,28,26,976487,74841
1,COMMENT UN MUSCLE DEVIENT ÉNORME ? Vrai ou Faux #74,222,28,26,872971,68810
0,COMMENT UN MUSCLE DEVIENT ÉNORME ? Vrai ou Faux #74,222,28,26,589964,52602
0,COMMENT ÉCHAPPER À UN T-REX EN TALONS - JURASSIC WORLD,496,23,26,181200,27019
9,CRASH TEST : machine à glace,31,26,35,272058,17169
9,CRAYOLA CRAYONS MAKEUP REVIEW,384,24,33,3913860,190575
7,CRAYOLA CRAYONS MAKEUP REVIEW,384,24,33,1610954,102321
8,CRAYOLA CRAYONS MAKEUP REVIEW,384,24,33,3515579,179615
12,CRAYOLA MAKEUP | HIT OR MISS?,441,26,37,607422,26166
6,CRAZY TRAMPOLINE DUNK CONTEST!!,391,20,32,418084,17623
7,CRAZY TRAMPOLINE DUNK CONTEST!!,391,20,32,538572,20623
8,CRAZY WORLD CUP FOOTBALL CHALLENGES! FT. JABZ,255,17,34,662729,24789
6,CRUSHING SAFE WITH MONSTER TRUCK!!,133,24,31,1204570,57785
5,CRUSHING SAFE WITH MONSTER TRUCK!!,133,24,31,774843,41597
7,CRUSHING SAFE WITH MONSTER TRUCK!!,133,24,31,1394318,64948
10,Calum Scott - What I Miss Most (Official Video),124,10,10,9652709,150873
11,Calum Scott - What I Miss Most (Official Video),124,10,10,9912584,151941
9,Calum Scott - What I Miss Most (Official Video),124,10,10,9380729,149806
8,Calum Scott - What I Miss Most (Official Video),124,10,10,9297752,149441
6,Calum Scott - What I Miss Most (Official Video),124,10,10,8680748,146520
7,Calum Scott - What I Miss Most (Official Video),124,10,10,8918340,147575
0,Calum Scott - What I Miss Most (Official Video),124,10,10,6803777,136499
1,Calum Scott - What I Miss Most (Official Video),124,10,10,7102203,138547
5,Calum Scott - What I Miss Most (Official Video),124,10,10,8380438,145118
2,Calum Scott - What I Miss Most (Official Video),124,10,10,7384754,140344
3,Calum Scott - What I Miss Most (Official Video),124,10,10,7688190,141889
4,Calum Scott - What I Miss Most (Official Video),124,10,10,8135321,143989
2,"Calvin Harris, Dua Lipa - One Kiss (ZHU Remix) (Audio)",125,10,19,3044172,17582
3,"Calvin Harris, Dua Lipa - One Kiss (ZHU Remix) (Audio)",125,10,19,4231642,21453
1,"Calvin Harris, Dua Lipa - One Kiss (ZHU Remix) (Audio)",125,10,19,1801885,12971
6,Camels vs. Cactus!!!   جمل,871,15,17,5488988,30298
12,Camels vs. Cactus!!!   جمل,871,15,17,5985284,33243
0,Camels vs. Cactus!!!   جمل,871,15,17,4475079,24359
4,Camels vs. Cactus!!!   جمل,871,15,17,5307153,29203
10,Camels vs. Cactus!!!   جمل,871,15,17,5836239,32431
3,Camels vs. Cactus!!!   جمل,871,15,17,5117693,28079
7,Camels vs. Cactus!!!   جمل,871,15,17,5564293,30766
1,Camels vs. Cactus!!!   جمل,871,15,17,4724965,25928
2,Camels vs. Cactus!!!   جمل,871,15,17,4941881,27044
5,Camels vs. Cactus!!!   جمل,871,15,17,5398365,29721
11,Camels vs. Cactus!!!   جمل,871,15,17,5918752,32886
8,Camels vs. Cactus!!!   جمل,871,15,17,5697145,31594
9,Camels vs. Cactus!!!   جمل,871,15,17,5750714,31930
1,Camp Camp: Season 3 Episode 1 - The Fun-Raiser | Rooster Teeth,629,1,26,347282,32352
0,"Camp Camp: Season 3, Episode 1 - The Fun-Raiser | Rooster Teeth",629,1,26,226326,21944
4,Can A President Pardon Himself?,750,24,30,2002355,23217
6,Can These Chefs Create A Kid's Dream Dessert?,724,26,32,888646,27167
6,Can These Chefs Create A Kid's Dream Dessert?,724,26,32,888646,27167
5,Can YOU Escape Challenge?!,611,24,31,150507,6005
10,Can you solve the giant cat army riddle? - Dan Finkel,712,27,36,225939,7630
11,Can you solve the giant cat army riddle? - Dan Finkel,712,27,36,353265,9902
4,Can you solve the penniless pilgrim riddle? - Daniel Finkel,712,27,29,398817,15756
5,Can you solve the penniless pilgrim riddle? - Daniel Finkel,712,27,29,494015,17673
3,Can you solve the penniless pilgrim riddle? - Daniel Finkel,712,27,29,188156,9581
1,Canada Slaps Tariffs On US In Response To Trump,771,25,27,182466,4015
0,Canada Slaps Tariffs On US In Response To Trump,771,25,27,60582,2014
10,Canada v Philippines was a battle to the final second! | Full Game | FIBA 3x3 World Cup 2018,257,17,36,358030,1252
2,Capitals win Game 3 to go up 2-1 in Stanley Cup Final,536,17,28,147807,1224
7,Capitals win Game 5 to secure first Stanley Cup title,536,17,33,255933,2954
8,Capitals win Game 5 to secure first Stanley Cup title,536,17,33,279528,3183
6,Capitals win Game 5 to secure first Stanley Cup title,536,17,33,72559,1385
8,Capitals' Ovechkin: It's Just Something Special,57,17,33,49284,679
4,"Caps down Knights, move one win away from taking Cup",536,17,30,138772,1167
6,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,65149069,1580402
1,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,38779629,1310603
2,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,43964411,1377134
2,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,43964411,1377137
3,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,48619426,1430773
4,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,54680032,1498475
5,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,59402059,1533973
8,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,78580312,1695869
1,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,38779629,1310596
9,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,80606384,1710294
10,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,85159766,1747201
11,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,89740876,1782646
12,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,94254507,1816753
7,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,70717211,1625016
0,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,32523416,1219765
0,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",130,10,23,32523416,1219780
12,Carla Makes BA Smashburgers | From the Test Kitchen | Bon Appétit,98,26,37,540149,14206
12,Carla Makes BA Smashburgers | From the Test Kitchen | Bon Appétit,98,26,37,540149,14206
11,Carla Makes BA Smashburgers | From the Test Kitchen | Bon Appétit,98,26,37,325985,10137
0,Carla Makes Strawberry Shortcake | From the Test Kitchen | Bon Appétit,98,26,26,127319,4900
1,Carla Makes Strawberry Shortcake | From the Test Kitchen | Bon Appétit,98,26,26,191015,6419
0,Carpool Karaoke w/ Adam Levine,749,24,19,7225366,172028
2,Carpool Karaoke w/ Adam Levine,749,24,19,7567773,177235
3,Carpool Karaoke w/ Adam Levine,749,24,19,7701371,179872
1,Carpool Karaoke w/ Adam Levine,749,24,19,7408918,174784
5,Catching a SHARK by HAND!,102,15,19,3866882,62621
0,Catching a SHARK by HAND!,102,15,19,3605598,60292
6,Catching a SHARK by HAND!,102,15,19,3894192,62899
12,Catching a SHARK by HAND!,102,15,19,4050988,64643
11,Catching a SHARK by HAND!,102,15,19,4029270,64439
10,Catching a SHARK by HAND!,102,15,19,4005156,64209
9,Catching a SHARK by HAND!,102,15,19,3978225,63939
4,Catching a SHARK by HAND!,102,15,19,3838177,62351
7,Catching a SHARK by HAND!,102,15,19,3920654,63235
1,Catching a SHARK by HAND!,102,15,19,3678648,60879
3,Catching a SHARK by HAND!,102,15,19,3780855,61758
2,Catching a SHARK by HAND!,102,15,19,3736946,61388
8,Catching a SHARK by HAND!,102,15,19,3965672,63786
8,Catchphrase UNCENSORED!,411,24,34,101703,3859
0,Cavaliers J.R. Smith Costs Cavs Game 1 Of NBA Final with Late-Game Mistake,96,17,26,552544,1314
1,Cavaliers J.R. Smith Costs Cavs Game 1 Of NBA Final with Late-Game Mistake,96,17,26,683030,1554
1,"Cavaliers vs. Warriors NBA Finals Game 1 Highlights | May 31, 2018",651,17,26,580924,1816
0,"Cavaliers vs. Warriors NBA Finals Game 1 Highlights | May 31, 2018",651,17,26,451534,1459
2,Cavs vs Warriors Game 2 | Live Play-By-Play & Reactions,761,17,29,351618,3557
9,Celebrities We've Sadly Lost So Far In 2018,554,24,34,348849,3327
8,Celebrities We've Sadly Lost So Far In 2018,554,24,34,289706,2907
7,Channing Tatum Slow Dances With Graham! | The Graham Norton Show,745,24,33,74406,1680
8,Charles Barkley DESTROYS LeBron James 'I'm VERY Dissappointed' 2018 NBA Finals Reaction,460,22,34,856136,4257
7,Charles Krauthammer reveals he has weeks to live,282,25,33,193007,4844
3,Charlie Puth - BOY [Official Audio],144,10,5,9562869,120118
6,Charlie Puth - BOY [Official Audio],144,10,5,10364125,122438
2,Charlie Puth - BOY [Official Audio],144,10,5,9316804,119395
4,Charlie Puth - BOY [Official Audio],144,10,5,9915555,121094
7,Charlie Puth - BOY [Official Audio],144,10,5,10565823,123054
0,Charlie Puth - BOY [Official Audio],144,10,5,8828147,117682
5,Charlie Puth - BOY [Official Audio],144,10,5,10118545,121749
1,Charlie Puth - BOY [Official Audio],144,10,5,9085180,118601
11,Chatty Get Ready | The Easiest Peachy Eye Look Ever + Fresh Dewy Skin,420,26,36,299994,18983
10,Chatty Get Ready | The Easiest Peachy Eye Look Ever + Fresh Dewy Skin,420,26,36,223082,15672
9,Chefs Review 'LIFE CHANGING' Kitchen Gadget,640,26,35,112163,5205
5,Chicken Little - Nostalgia Critic,142,24,31,271454,12686
6,Chicken Little - Nostalgia Critic,142,24,31,446635,17721
7,Chicken Little - Nostalgia Critic,142,24,31,515440,19552
2,Chief Keef Silent Over Times Square Shooting,715,24,28,426046,5268
0,Childish Gambino - This Is America (Official Video),146,10,0,225211923,5023450
9,"Chinese Street Food HEAVEN in Xi'an, China - Spinach Noodles, BEST Dumplings and MUSLIM Chinese Food",743,19,34,297240,8888
8,"Chinese Street Food HEAVEN in Xi'an, China - Spinach Noodles, BEST Dumplings and MUSLIM Chinese Food",743,19,34,269478,8355
2,Choosing Godparents – Part 2,756,24,28,37672,628
0,Chris Broussard on who's to blame for the Cavs' collapse vs Warriors in Game 1 | NBA | UNDISPUTED,675,17,26,599266,6206
1,Chris Broussard on who's to blame for the Cavs' collapse vs Warriors in Game 1 | NBA | UNDISPUTED,675,17,26,807994,7256
6,Chris Broussard on why LeBron joining the Golden State Warriors would ruin the NBA | NBA | THE HERD,746,17,32,246343,2230
5,Chris Broussard says even LeBron may think he messed up during Game 1 | NBA | UNDISPUTED,675,17,31,338271,3038
11,Chris Broussard's reaction to Kobe questioning LeBron’s leadership | NBA | UNDISPUTED,675,17,37,468919,4741
7,Chris Brown - Hope You Do (Official Video),152,10,31,2210800,146705
6,Chris Brown - Hope You Do (Official Video),152,10,31,1629136,126420
5,Chris Brown - Hope You Do (Official Video),152,10,31,863299,90172
3,Chris Cuomo Breaks Down President Trump's assertion he has the Absolute Right to Pardon Himself,218,27,29,106506,728
3,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,12933303,475400
4,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,13610867,484457
9,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,15650308,507462
11,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,16374553,514861
10,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,16013474,511402
1,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,11890152,460489
0,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,11284181,449395
8,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,15519728,506022
7,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,14855885,498269
12,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,16777231,518106
5,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,13990890,488836
2,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,12422970,468831
6,Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,114,10,17,14447713,493828
7,Christopher Robin Official Trailer,210,1,19,5906749,160778
2,Christopher Robin Official Trailer,210,1,19,5386449,148998
5,Christopher Robin Official Trailer,210,1,19,5726995,156923
4,Christopher Robin Official Trailer,210,1,19,5636884,155143
8,Christopher Robin Official Trailer,210,1,19,6007874,162751
3,Christopher Robin Official Trailer,210,1,19,5487861,151274
9,Christopher Robin Official Trailer,210,1,19,6031076,163097
6,Christopher Robin Official Trailer,210,1,19,5822863,159153
11,Christopher Robin Official Trailer,210,1,19,6095300,164449
0,Christopher Robin Official Trailer,210,1,19,5024383,140009
10,Christopher Robin Official Trailer,210,1,19,6063194,163812
1,Christopher Robin Official Trailer,210,1,19,5227761,145298
8,Chunni | R Nait | Pavvy Dhanjal | Official Music Video | Humble Music,359,10,35,837630,24279
9,Chunni | R Nait | Pavvy Dhanjal | Official Music Video | Humble Music,359,10,35,1214236,32227
7,Claire Makes Best-Ever Barbecued Ribs | From the Test Kitchen | Bon Appétit,98,26,33,346657,9930
8,Claire Makes Best-Ever Barbecued Ribs | From the Test Kitchen | Bon Appétit,98,26,33,519776,13039
9,Claire Makes Best-Ever Barbecued Ribs | From the Test Kitchen | Bon Appétit,98,26,33,540546,13357
5,Classic Karaoke Songs Medley ft. Jessica Sanchez & Ylona Garcia,17,10,31,168689,14992
0,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,2255201,146967
9,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,15362601,381951
12,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,21250349,454441
0,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,2255201,146967
11,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,19218813,429807
10,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,17272904,406154
8,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,14773452,374443
7,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,11737620,330463
5,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,8734601,283391
6,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,10242176,306794
3,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,5793460,229850
2,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,4703085,207315
2,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,4703085,207314
1,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,3731285,184478
1,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,3731285,184478
4,Clean Bandit - Solo feat. Demi Lovato [Official Video],160,10,25,7506219,263630
11,Clean With Me | New House Routine,422,26,37,66227,4332
2,Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 6 / 2018 NBA Playoffs,471,17,20,3383782,19442
3,Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 6 / 2018 NBA Playoffs,471,17,20,3384841,19440
0,Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 6 / 2018 NBA Playoffs,471,17,20,3371727,19417
4,Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 6 / 2018 NBA Playoffs,471,17,20,3386859,19445
1,Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 6 / 2018 NBA Playoffs,471,17,20,3379847,19431
1,Cleveland Cavaliers vs Golden State Warriors - Game 1 - 4th Qtr Highlights | 2018 NBA Finals,353,17,26,631686,1236
0,Cleveland Cavaliers vs Golden State Warriors - Game 1 - 4th Qtr Highlights | 2018 NBA Finals,353,17,26,533426,1090
1,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 1 / 2018 NBA Finals,471,17,26,3826283,19721
0,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 1 / 2018 NBA Finals,471,17,26,3325893,18312
2,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 2 / 2018 NBA Finals,471,17,29,896707,8218
3,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 2 / 2018 NBA Finals,471,17,29,2779796,15194
5,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 3 / 2018 NBA Finals,471,17,32,1557305,10360
6,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 3 / 2018 NBA Finals,471,17,32,3117423,15747
7,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 3 / 2018 NBA Finals,471,17,32,3390198,16502
9,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 4 / 2018 NBA Finals,471,17,34,3272052,15933
8,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 4 / 2018 NBA Finals,471,17,34,3190684,15692
0,"Cleveland Cavaliers vs. Golden State Warriors Finals Game 1: May 31, 2018",518,17,26,913945,4347
9,Clueless Owner Has NO IDEA How To Work In A Kitchen | Kitchen Nightmares,427,24,34,367820,6162
8,Clueless Owner Has NO IDEA How To Work In A Kitchen | Kitchen Nightmares,427,24,34,334982,5898
0,Cobra Kai Season 2,166,24,4,1020212,31955
6,Cobra Kai Season 2,166,24,4,1050795,32398
1,Cobra Kai Season 2,166,24,4,1026576,32053
4,Cobra Kai Season 2,166,24,4,1044157,32299
3,Cobra Kai Season 2,166,24,4,1038666,32224
2,Cobra Kai Season 2,166,24,4,1033346,32139
5,Cobra Kai Season 2,166,24,4,1047518,32349
2,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,657269,34088
3,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,660302,34163
4,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,664454,34299
5,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,666817,34340
6,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,669564,34399
7,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,671851,34448
8,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,676050,34560
9,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,677648,34592
1,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,653708,34006
0,Coconut Macaroons - You Suck at Cooking (episode 76),858,26,10,650104,33941
10,Colbert reveals what made Trump pay attention at G-7 summit,812,25,36,85251,916
11,Colbert reveals what made Trump pay attention at G-7 summit,812,24,36,136300,1225
12,Colbert reveals what made Trump pay attention at G-7 summit,812,24,36,151566,1323
8,Colby Covington full controversial UFC 225 post-fight press conference,535,17,35,201752,1549
9,Colby Covington full controversial UFC 225 post-fight press conference,535,17,35,247650,1763
4,"Colin Cowherd on the rift between Steph Curry and LeBron, King James' GM1 tantrum | NBA | THE HERD",746,17,30,270535,3365
12,Combat mon frere vs Ismael et Maga assassin  vs David le boxer (YFC 2),366,17,38,895020,46850
1,Comment Awards v149,170,23,27,324778,9897
2,Comment Awards v150,170,23,28,289352,9799
3,Comment Awards v150,170,23,28,519701,14334
4,Comment Awards v151,170,23,30,367064,10409
6,Comment Awards v152,170,23,31,612703,15721
5,Comment Awards v152,170,23,31,398452,11622
7,Comment Awards v154,170,23,33,366674,10405
9,Comment Awards v155,170,23,34,555049,14145
10,Comment Awards v155,170,23,34,587359,14682
8,Comment Awards v155,170,23,34,496721,13329
6,Cooking STEAK with Sunlight,748,27,32,335069,8972
7,Cooking birthday presents for my wife!,408,26,22,2228783,188249
8,Cooking birthday presents for my wife!,408,26,22,2279713,191117
4,Cooking birthday presents for my wife!,408,26,22,2156672,184598
1,Cooking birthday presents for my wife!,408,26,22,2023213,178047
3,Cooking birthday presents for my wife!,408,26,22,2114947,182586
2,Cooking birthday presents for my wife!,408,26,22,2075211,180610
9,Cooking birthday presents for my wife!,408,26,22,2289818,191624
10,Cooking birthday presents for my wife!,408,26,22,2313221,192869
11,Cooking birthday presents for my wife!,408,26,22,2332378,193847
0,Cooking birthday presents for my wife!,408,26,22,1958256,174746
12,Cooking birthday presents for my wife!,408,26,22,2351845,194878
5,Cooking birthday presents for my wife!,408,26,22,2178022,185553
6,Cooking birthday presents for my wife!,408,26,22,2202908,186850
10,Could Your Name Be Costing You Job Opportunities? - Part 2,756,24,36,102451,1605
12,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance - America's Got Talent 2018,41,24,38,5829270,87330
11,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance - America's Got Talent 2018,41,24,38,560999,23503
12,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance - America's Got Talent 2018,41,24,38,5829270,87323
9,Cow asks man to rescue her newborn calf,634,15,29,799836,19635
7,Cow asks man to rescue her newborn calf,634,15,29,274089,8634
6,Cow asks man to rescue her newborn calf,634,15,29,116428,4150
8,Cow asks man to rescue her newborn calf,634,15,29,697165,17867
6,Cranky Little Dog Doesn't Want To Share His Dad With Anyone | The Dodo,741,15,32,134548,8381
